dummy,ClimateID,WeatherID,jday,date,hour,srad,wind,rh,rain,tmax,tmin,temperature,CO2
Ill_FACE,Ill_FACE,Ill_FACE,94,4/4/2005,0,23.74,7.06,,0,25.83,6,,
Ill_FACE,Ill_FACE,Ill_FACE,95,4/5/2005,0,19.63,7.84,,0,23.78,7.39,,
Ill_FACE,Ill_FACE,Ill_FACE,96,4/6/2005,0,12.73,6.38,,0,22.78,11.61,,
Ill_FACE,Ill_FACE,Ill_FACE,97,4/7/2005,0,9.8,0.87,,0,13.33,7,,
Ill_FACE,Ill_FACE,Ill_FACE,98,4/8/2005,0,25.87,2.23,,0,20.61,5.44,,
Ill_FACE,Ill_FACE,Ill_FACE,99,4/9/2005,0,24.43,5.7,,0,24.56,5.44,,
Ill_FACE,Ill_FACE,Ill_FACE,100,4/10/2005,0,19.79,6.83,,0,27.61,11.78,,
Ill_FACE,Ill_FACE,Ill_FACE,101,4/11/2005,0,15.52,6.64,,0.25,27.78,13.89,,
Ill_FACE,Ill_FACE,Ill_FACE,102,4/12/2005,0,5.39,2.91,,25.4,17.78,5.94,,
Ill_FACE,Ill_FACE,Ill_FACE,103,4/13/2005,0,25.8,1.35,,2.79,17.61,3.17,,
Ill_FACE,Ill_FACE,Ill_FACE,104,4/14/2005,0,26.49,1.39,,0,20.33,2.17,,
Ill_FACE,Ill_FACE,Ill_FACE,105,4/15/2005,0,27.24,2.77,,0,23,3.39,,
Ill_FACE,Ill_FACE,Ill_FACE,106,4/16/2005,0,26.44,7.51,,0,24.83,4.94,,
Ill_FACE,Ill_FACE,Ill_FACE,107,4/17/2005,0,23.96,9.74,,0,28,7.89,,
Ill_FACE,Ill_FACE,Ill_FACE,108,4/18/2005,0,21.53,8.38,,0,28.94,8.61,,
Ill_FACE,Ill_FACE,Ill_FACE,109,4/19/2005,0,25.29,8.29,,0,26.83,8.94,,
Ill_FACE,Ill_FACE,Ill_FACE,110,4/20/2005,0,18.28,10.51,,46.74,27.83,8.89,,
Ill_FACE,Ill_FACE,Ill_FACE,111,4/21/2005,0,9.95,2.29,,6.35,16.83,7.78,,
Ill_FACE,Ill_FACE,Ill_FACE,112,4/22/2005,0,8.61,15.04,,0,20.61,4.72,,
Ill_FACE,Ill_FACE,Ill_FACE,113,4/23/2005,0,8.89,14.32,,0.25,6.28,1.28,,
Ill_FACE,Ill_FACE,Ill_FACE,114,4/24/2005,0,25.51,13.29,,0,13.33,0.06,,
Ill_FACE,Ill_FACE,Ill_FACE,115,4/25/2005,0,25.15,10.23,,0.25,18.61,1.06,,
Ill_FACE,Ill_FACE,Ill_FACE,116,4/26/2005,0,19.24,10.99,,4.57,14.61,4.89,,
Ill_FACE,Ill_FACE,Ill_FACE,117,4/27/2005,0,19.16,11.42,,0,13.67,2.06,,
Ill_FACE,Ill_FACE,Ill_FACE,118,4/28/2005,0,10.97,9.33,,0,15.61,4.22,,
Ill_FACE,Ill_FACE,Ill_FACE,119,4/29/2005,0,7.35,1.28,,0.76,13.11,5.89,,
Ill_FACE,Ill_FACE,Ill_FACE,120,4/30/2005,0,18.57,12.86,,0.51,15.28,3.28,,
Ill_FACE,Ill_FACE,Ill_FACE,121,5/1/2005,0,24.19,11.79,,0,13.33,0.78,,
Ill_FACE,Ill_FACE,Ill_FACE,122,5/2/2005,0,16.33,11.99,,0,9.72,0.17,,
Ill_FACE,Ill_FACE,Ill_FACE,123,5/3/2005,0,26.29,12.52,,0,15.17,-0.89,,
Ill_FACE,Ill_FACE,Ill_FACE,124,5/4/2005,0,28.99,12.08,,0,19.56,-1.72,,
Ill_FACE,Ill_FACE,Ill_FACE,125,5/5/2005,0,26.71,6.53,,0,22.22,3.94,,
Ill_FACE,Ill_FACE,Ill_FACE,126,5/6/2005,0,20.04,8.9,,0,25.11,5.5,,
Ill_FACE,Ill_FACE,Ill_FACE,127,5/7/2005,0,24.92,10.82,,0,28.83,11.39,,
Ill_FACE,Ill_FACE,Ill_FACE,128,5/8/2005,0,27.4,8.08,,0,29.67,9.28,,
Ill_FACE,Ill_FACE,Ill_FACE,129,5/9/2005,0,10.53,7.82,,0,25.78,14.28,,
Ill_FACE,Ill_FACE,Ill_FACE,130,5/10/2005,0,27.49,10.28,,0,31.5,14.56,,
Ill_FACE,Ill_FACE,Ill_FACE,131,5/11/2005,0,18.54,14.77,,0,30.17,9.39,,
Ill_FACE,Ill_FACE,Ill_FACE,132,5/12/2005,0,24.33,2.89,,0.25,23.33,9.56,,
Ill_FACE,Ill_FACE,Ill_FACE,133,5/13/2005,0,24.38,8.82,,0,30.11,10.83,,
Ill_FACE,Ill_FACE,Ill_FACE,134,5/14/2005,0,19.98,12.44,,0,22.5,7.28,,
Ill_FACE,Ill_FACE,Ill_FACE,135,5/15/2005,0,15.8,12.92,,0,15.94,5.06,,
Ill_FACE,Ill_FACE,Ill_FACE,136,5/16/2005,0,29.21,0.8,,0,20.72,3.94,,
Ill_FACE,Ill_FACE,Ill_FACE,137,5/17/2005,0,30.32,6.17,,0,24.33,6.33,,
Ill_FACE,Ill_FACE,Ill_FACE,138,5/18/2005,0,24.31,6.35,,0,27.72,8.17,,
Ill_FACE,Ill_FACE,Ill_FACE,139,5/19/2005,0,19.63,10.01,,18.8,28.89,14.22,,
Ill_FACE,Ill_FACE,Ill_FACE,140,5/20/2005,0,9.85,0.84,,0.25,20.61,12.39,,
Ill_FACE,Ill_FACE,Ill_FACE,141,5/21/2005,0,23.48,3.73,,0.25,24.39,8.89,,
Ill_FACE,Ill_FACE,Ill_FACE,142,5/22/2005,0,23.96,11.82,,0,28.44,12.89,,
Ill_FACE,Ill_FACE,Ill_FACE,143,5/23/2005,0,29.82,13.42,,0,27.5,12.06,,
Ill_FACE,Ill_FACE,Ill_FACE,144,5/24/2005,0,27.08,0.95,,0,23.11,10.72,,
Ill_FACE,Ill_FACE,Ill_FACE,145,5/25/2005,0,28.06,2.26,,0,23.5,8.78,,
Ill_FACE,Ill_FACE,Ill_FACE,146,5/26/2005,0,23.34,12.23,,0,25.22,10,,
Ill_FACE,Ill_FACE,Ill_FACE,147,5/27/2005,0,25.33,11.45,,0.13,24.39,11.44,,
Ill_FACE,Ill_FACE,Ill_FACE,148,5/28/2005,0,26.55,11.76,,0,23.67,8.78,,
Ill_FACE,Ill_FACE,Ill_FACE,149,5/29/2005,0,21.49,9.66,,0.38,27.61,5.5,,
Ill_FACE,Ill_FACE,Ill_FACE,150,5/30/2005,0,26.81,0.93,,0.76,27.22,13.56,,
Ill_FACE,Ill_FACE,Ill_FACE,151,5/31/2005,0,30.92,2.58,,0,28.67,10.11,,
Ill_FACE,Ill_FACE,Ill_FACE,152,6/1/2005,0,28.4,3.89,,0,29.56,13.61,,
Ill_FACE,Ill_FACE,Ill_FACE,153,6/2/2005,0,6.22,3.02,,2.79,20.61,15.72,,
Ill_FACE,Ill_FACE,Ill_FACE,154,6/3/2005,0,9.03,5.9,,0.25,24.83,15.5,,
Ill_FACE,Ill_FACE,Ill_FACE,155,6/4/2005,0,25.86,7.48,,0.25,33.39,14.06,,
Ill_FACE,Ill_FACE,Ill_FACE,156,6/5/2005,0,23.94,9.25,,0,34.33,20.78,,
Ill_FACE,Ill_FACE,Ill_FACE,157,6/6/2005,0,28.49,10.7,,0,32.67,18.39,,
Ill_FACE,Ill_FACE,Ill_FACE,158,6/7/2005,0,25.76,8.43,,0,35.39,17,,
Ill_FACE,Ill_FACE,Ill_FACE,159,6/8/2005,0,20.78,8.29,,0.51,34.44,17.56,,
Ill_FACE,Ill_FACE,Ill_FACE,160,6/9/2005,0,27.85,8.92,,0,33.33,18.06,,
Ill_FACE,Ill_FACE,Ill_FACE,161,6/10/2005,0,20.61,8.39,,8,34.22,20.17,,
Ill_FACE,Ill_FACE,Ill_FACE,162,6/11/2005,0,14.27,7.94,,2.03,28.06,18.61,,
Ill_FACE,Ill_FACE,Ill_FACE,163,6/12/2005,0,11.49,3.79,,1.14,26.11,19.28,,
Ill_FACE,Ill_FACE,Ill_FACE,164,6/13/2005,0,28.14,9.58,,2.16,32.89,16.83,,
Ill_FACE,Ill_FACE,Ill_FACE,165,6/14/2005,0,24.71,10.6,,37.34,26.67,16.11,,
Ill_FACE,Ill_FACE,Ill_FACE,166,6/15/2005,0,23.74,11.99,,0.89,26.39,14.61,,
Ill_FACE,Ill_FACE,Ill_FACE,167,6/16/2005,0,29.51,13.49,,0.25,26.72,11.89,,
Ill_FACE,Ill_FACE,Ill_FACE,168,6/17/2005,0,25.02,0.79,,0,24.83,13.06,,
Ill_FACE,Ill_FACE,Ill_FACE,169,6/18/2005,0,22.96,1.42,,0,24.17,11.83,,
Ill_FACE,Ill_FACE,Ill_FACE,170,6/19/2005,0,28.61,2.65,,0,27,11.72,,
Ill_FACE,Ill_FACE,Ill_FACE,171,6/20/2005,0,30.65,3.03,,0,29.17,13.61,,
Ill_FACE,Ill_FACE,Ill_FACE,172,6/21/2005,0,29.22,11.24,,0,31.28,14.78,,
Ill_FACE,Ill_FACE,Ill_FACE,173,6/22/2005,0,30.76,3.32,,0,32.56,18.78,,
Ill_FACE,Ill_FACE,Ill_FACE,174,6/23/2005,0,27.53,8.11,,0,33.78,17.06,,
Ill_FACE,Ill_FACE,Ill_FACE,175,6/24/2005,0,28.97,9.18,,0,35.5,19.39,,
Ill_FACE,Ill_FACE,Ill_FACE,176,6/25/2005,0,24.43,8.4,,0,34.83,19.72,,
Ill_FACE,Ill_FACE,Ill_FACE,177,6/26/2005,0,26.83,6.42,,0,35.5,19.39,,
Ill_FACE,Ill_FACE,Ill_FACE,178,6/27/2005,0,23.55,6.64,,0,34.61,21.78,,
Ill_FACE,Ill_FACE,Ill_FACE,179,6/28/2005,0,25.27,9.94,,10.16,34.39,19.44,,
Ill_FACE,Ill_FACE,Ill_FACE,180,6/29/2005,0,25.92,7.04,,3.68,35.33,19.83,,
Ill_FACE,Ill_FACE,Ill_FACE,181,6/30/2005,0,25.02,10.77,,0.38,34.06,20.94,,
Ill_FACE,Ill_FACE,Ill_FACE,182,7/1/2005,0,30.41,13.03,,0,29.11,16.5,,
Ill_FACE,Ill_FACE,Ill_FACE,183,7/2/2005,0,29.74,1.81,,0,26.28,11.78,,
Ill_FACE,Ill_FACE,Ill_FACE,184,7/3/2005,0,29.46,7.81,,0,32,13.61,,
Ill_FACE,Ill_FACE,Ill_FACE,185,7/4/2005,0,20.04,11.04,,1.91,33.33,16.17,,
Ill_FACE,Ill_FACE,Ill_FACE,186,7/5/2005,0,25.65,12.49,,5.33,29.89,17.89,,
Ill_FACE,Ill_FACE,Ill_FACE,187,7/6/2005,0,21.34,2.24,,0.13,29.94,20.17,,
Ill_FACE,Ill_FACE,Ill_FACE,188,7/7/2005,0,21.71,1.67,,0.25,30.67,17.67,,
Ill_FACE,Ill_FACE,Ill_FACE,189,7/8/2005,0,26.83,1.1,,0,31.78,16.39,,
Ill_FACE,Ill_FACE,Ill_FACE,190,7/9/2005,0,29.78,5.47,,0,32.22,17.44,,
Ill_FACE,Ill_FACE,Ill_FACE,191,7/10/2005,0,30.88,4.89,,0,33.39,16.11,,
Ill_FACE,Ill_FACE,Ill_FACE,192,7/11/2005,0,14.03,2.07,,4.83,29.94,18.61,,
Ill_FACE,Ill_FACE,Ill_FACE,193,7/12/2005,0,8.06,2.14,,16.26,26.28,19.33,,
Ill_FACE,Ill_FACE,Ill_FACE,194,7/13/2005,0,11.17,1.04,,5.08,28,20,,
Ill_FACE,Ill_FACE,Ill_FACE,195,7/14/2005,0,21.68,1.25,,1.27,31.33,20.06,,
Ill_FACE,Ill_FACE,Ill_FACE,196,7/15/2005,0,11.78,1.06,,0.76,30,20.17,,
Ill_FACE,Ill_FACE,Ill_FACE,197,7/16/2005,0,20.71,12.74,,0.25,32.39,19.83,,
Ill_FACE,Ill_FACE,Ill_FACE,198,7/17/2005,0,24.9,8.91,,0,33.06,20.17,,
Ill_FACE,Ill_FACE,Ill_FACE,199,7/18/2005,0,17.28,9.4,,11.3,32.61,20.56,,
Ill_FACE,Ill_FACE,Ill_FACE,200,7/19/2005,0,29.2,10,,0.25,31.11,17.56,,
Ill_FACE,Ill_FACE,Ill_FACE,201,7/20/2005,0,25.6,8.39,,0,34.44,19.06,,
Ill_FACE,Ill_FACE,Ill_FACE,202,7/21/2005,0,25.35,9.19,,14.73,34.5,18.22,,
Ill_FACE,Ill_FACE,Ill_FACE,203,7/22/2005,0,27.34,1.92,,0.13,31.17,19.39,,
Ill_FACE,Ill_FACE,Ill_FACE,204,7/23/2005,0,21.85,6.52,,0.25,32.33,19.5,,
Ill_FACE,Ill_FACE,Ill_FACE,205,7/24/2005,0,28.05,9.19,,0,35.33,21.44,,
Ill_FACE,Ill_FACE,Ill_FACE,206,7/25/2005,0,27.06,9.53,,0,36.28,22.5,,
Ill_FACE,Ill_FACE,Ill_FACE,207,7/26/2005,0,22.05,10.32,,14.99,34,18.78,,
Ill_FACE,Ill_FACE,Ill_FACE,208,7/27/2005,0,20.21,0.3,,1.02,26,15.22,,
Ill_FACE,Ill_FACE,Ill_FACE,209,7/28/2005,0,21.47,0.88,,0,26,12.94,,
Ill_FACE,Ill_FACE,Ill_FACE,210,7/29/2005,0,23.82,10.26,,0,29.28,12.28,,
Ill_FACE,Ill_FACE,Ill_FACE,211,7/30/2005,0,26.3,3.45,,0,30.61,16.94,,
Ill_FACE,Ill_FACE,Ill_FACE,212,7/31/2005,0,27.62,5.15,,0,31.67,16.83,,
Ill_FACE,Ill_FACE,Ill_FACE,213,8/1/2005,0,27.69,5.57,,0,33.5,18.11,,
Ill_FACE,Ill_FACE,Ill_FACE,214,8/2/2005,0,24.79,6.76,,0,34.89,18.72,,
Ill_FACE,Ill_FACE,Ill_FACE,215,8/3/2005,0,26.65,8.5,,1.52,35.06,18.72,,
Ill_FACE,Ill_FACE,Ill_FACE,216,8/4/2005,0,14.16,10.09,,0.76,31.22,21.94,,
Ill_FACE,Ill_FACE,Ill_FACE,217,8/5/2005,0,15.68,0.75,,1.14,28.83,19.11,,
Ill_FACE,Ill_FACE,Ill_FACE,218,8/6/2005,0,21.91,1.71,,0,30.06,19.06,,
Ill_FACE,Ill_FACE,Ill_FACE,219,8/7/2005,0,21.95,1.02,,0,31.44,18.17,,
Ill_FACE,Ill_FACE,Ill_FACE,220,8/8/2005,0,22.92,5.48,,0,32.83,18.39,,
Ill_FACE,Ill_FACE,Ill_FACE,221,8/9/2005,0,26.37,9.16,,0,35,17.61,,
Ill_FACE,Ill_FACE,Ill_FACE,222,8/10/2005,0,19.84,10.41,,0,33.61,20.44,,
Ill_FACE,Ill_FACE,Ill_FACE,223,8/11/2005,0,22.87,6.4,,0.13,36.11,20.5,,
Ill_FACE,Ill_FACE,Ill_FACE,224,8/12/2005,0,22.27,9.85,,5.21,35.5,20.33,,
Ill_FACE,Ill_FACE,Ill_FACE,225,8/13/2005,0,18.23,11.87,,0.64,31.39,19.56,,
Ill_FACE,Ill_FACE,Ill_FACE,226,8/14/2005,0,4.39,0.88,,5.97,21.56,17.56,,
Ill_FACE,Ill_FACE,Ill_FACE,227,8/15/2005,0,5.08,1.96,,3.81,23.94,17.17,,
Ill_FACE,Ill_FACE,Ill_FACE,228,8/16/2005,0,18.75,1.57,,0.25,29.44,17.44,,
Ill_FACE,Ill_FACE,Ill_FACE,229,8/17/2005,0,23.55,5.07,,0,30.33,16.33,,
Ill_FACE,Ill_FACE,Ill_FACE,230,8/18/2005,0,19.43,8.3,,13.72,32.61,19.39,,
Ill_FACE,Ill_FACE,Ill_FACE,231,8/19/2005,0,25.33,10.25,,49.02,33.61,19.5,,
Ill_FACE,Ill_FACE,Ill_FACE,232,8/20/2005,0,23.83,11.38,,0,31.56,20.33,,
Ill_FACE,Ill_FACE,Ill_FACE,233,8/21/2005,0,24.17,11.68,,1.65,31.44,17.28,,
Ill_FACE,Ill_FACE,Ill_FACE,234,8/22/2005,0,24.57,1.31,,0,26.89,15.06,,
Ill_FACE,Ill_FACE,Ill_FACE,235,8/23/2005,0,24.49,1.93,,0,25.89,13.78,,
Ill_FACE,Ill_FACE,Ill_FACE,236,8/24/2005,0,25.12,3.41,,0,28.17,12.61,,
Ill_FACE,Ill_FACE,Ill_FACE,237,8/25/2005,0,12.77,4.04,,0.89,28.94,15.5,,
Ill_FACE,Ill_FACE,Ill_FACE,238,8/26/2005,0,14.34,5.3,,0.51,28.61,20.78,,
Ill_FACE,Ill_FACE,Ill_FACE,239,8/27/2005,0,23.57,12.21,,0.25,30.78,15.72,,
Ill_FACE,Ill_FACE,Ill_FACE,240,8/28/2005,0,24.21,8.63,,0,33.28,13.67,,
Ill_FACE,Ill_FACE,Ill_FACE,241,8/29/2005,0,20.34,2.85,,0,32.06,17.06,,
Ill_FACE,Ill_FACE,Ill_FACE,242,8/30/2005,0,8.06,0.78,,0,26.28,17.89,,
Ill_FACE,Ill_FACE,Ill_FACE,243,8/31/2005,0,22.71,13.37,,0,28.56,15.28,,
Ill_FACE,Ill_FACE,Ill_FACE,244,9/1/2005,0,24.28,12.26,,0,30.89,14.5,,
